path	disposition	note
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/cli/run/options.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/cli/run/retry.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/cli/show.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/cli/state_rebuild.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/config.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/confirmation/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/contracts/browser.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/contracts/cli.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/contracts/events.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/contracts/health.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/contracts/ids.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/contracts/mod.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/contracts/projection.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/contracts/provider.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/download/flow.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/download/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/download/output.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/errors.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/failpoint.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/journal/canonical.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/journal/event_store.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/journal/head.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/journal/mod.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/journal/projection.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/journal/replay.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/journal/snapshot.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/json_contract.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/lib.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/locks/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/main.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/model_selection/mod.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/model_selection/proof.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/preflight/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/provider_client/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/provider_contract/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/provider_normalization_r12/events.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/provider_normalization_r12/mod.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/provider_normalization_r12/receipts.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/provider_runner/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/qa/counters.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/qa/fingerprint.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/qa/mod.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/records/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/release/cleanup.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/release/mod.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/release/ownership.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/artifact_expectation.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/artifact_recovery.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/artifacts.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/assets.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/failure_output.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/input.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/output.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/poll.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/poll_status.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/provider.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/provider_limit.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13_assets.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13_browser.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13_events/binding.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13_events/bootstrap.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13_events/mod.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13_events/send.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13_events/upload.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13_provider.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13_send_flow.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13_types.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/r13_upload.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/release.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/retry.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/round_trip.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/run.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/runtime.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/selection.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/send_start.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/send_start_recovery.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/send_start_recovery/tests.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/session.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/visual_gate.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/request/wait_gate.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/resume/error.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/resume/flow.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/resume/lease.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/resume/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/resume/output.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/runtime/control.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/runtime/docker.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/runtime/docker_control.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/runtime/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/runtime/ownership.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/runtime/probe.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/runtime/provider_limit_state.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/runtime/static_probe.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/scroll_proof/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/send_reconcile/mod.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/send_reconcile/state.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_ops/artifacts.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_ops/executor.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_ops/journal.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_ops/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_ops/provider.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_ops/release.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_ops/release/partial.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_ops/runtime.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_ops/runtime_r13.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_ops/terminal.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_rebind/hydration.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/session_rebind/mod.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/sessions/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/show/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/slots/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/status/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/uploads/mod.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/uploads/recovery.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/uploads/staging.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/visual_gate/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/src/wait_gate/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/allocator_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/artifact_claims_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/claims_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cleanup.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_allocate.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_allocate/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_contract_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_contract_r13/state_rebuild.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_download.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_download/behavior.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_download/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_release.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_release/behavior.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_release/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_resume.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_resume/behavior.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_resume/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_run.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_run/docker_slot.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_run/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_show.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/cli_status.rs	new	R26-D6b
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/confirmation.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/contracts_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/download.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/download/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/download/flow.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/group_cursor.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/journal_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/journal_r13/fixtures.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/locks.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/model_selection_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/preflight.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/preflight/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/preflight/flow.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/projection_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/provider_client.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/provider_client/invocation.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/provider_client/session_ops.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/provider_contract.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/provider_normalization_r12.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/provider_runner.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/qa_counters_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/release_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/artifacts/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/artifacts/recovery.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/failures/artifacts.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/failures/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/failures/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/failures/poll.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/failures/send.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/provider_limit.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/release/runtime.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/retry/send/delays.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/retry/send/durable.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/retry/send/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/retry/send/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/retry/send/retry.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/retry/send/unconfirmed.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/run.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/runtime/start.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/selection.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/visual_gate/retry.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/visual_gate/retry/behavior.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/request/visual_gate/retry/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/resume.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/resume/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/resume/flow.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/runtime.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/runtime/docker.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/runtime/provider_limit_state.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/runtime_ownership_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/send_reconcile_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/session_ops.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/session_ops/fixtures.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/session_ops/runtime.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/session_ops_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/session_rebind_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/sessions.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/show.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/slots_round_robin.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/status_reconcile.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/status_reconcile/provider_limit.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/support/mod.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/upload_recovery_r13.rs	new	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/visual_gate.rs	modify	-
stacks/gpt-webai-slot-pool/crates/gpt-webai-lifecycle/tests/wait_gate.rs	modify	-
stacks/gpt-webai-slot-pool/docs/gpt-webai-lifecycle-runbook.md	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/cli.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/artifact-download-r13.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/artifact-download-save.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/artifact-objects.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/artifact-scope.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/artifacts.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/bottom-scroll.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/bottom-scroll/page-affordance-source.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/bottom-scroll/page-candidate-source.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/bottom-scroll/page-dom-source.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/bottom-scroll/page-function.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/bottom-scroll/page-run-source.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/browser-composer.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/browser-readiness.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/browser-session.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/browser.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/capture.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/clear-upload.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/download.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/ensure-model.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/poll.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/scroll-gate.mjs	modify	-
